"Sample ID","Grab ID","Profile ID","Sample Number","Collect DateTime","Depth (m)","Site Type","Area","Locator","Site","Parameter","Value","Units","QualityId","Lab Qualifier","MDL","RDL","Text Value","Sample Info","Steward Note","Replicates","Replicate Of","Method","Date Analyzed","Data Source"
"237118","237118","90832","L85696-10","04/16/2025 10:59:00 AM","24.80","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Chlorophyll, Field","2.1","ug/L","1",,"0.06","0.12",,,,,,"CTD","04/16/2025","KCEL"
"237156","237156","90824","L86352-13","07/16/2025 02:00:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Temperature","16.2","deg C","1",,,,,,,,,"CTD","07/16/2025","KCEL"
"237124","237124","90827","L86151-6","06/11/2025 01:23:00 PM","5.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","2560","umol/sm2","1",,,,,,,,,"CTD","06/11/2025","KCEL"
"238362","238361","91190","L87266-4","11/03/2025 09:11:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Suspended Solids","3.5","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","11/06/2025","KCEL"
"237122","237122","90830","L86352-11","07/16/2025 02:11:00 PM","1.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","4.5","mg/L","1","<RDL","0.59","11.8",,,,,,"SM2540-D","07/22/2025","KCEL"
"237188","237188","90846","L86588-5","08/13/2025 10:11:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll a","4.53","ug/L","1",,"0.1","0.2",,,,,,"EPA 445.0","09/05/2025","KCEL"
"237113","237113","90828","L86352-7","07/16/2025 09:56:00 AM","10.20","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Nitrite + Nitrate Nitrogen","0.135","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","07/18/2025","KCEL"
"237126","237126","90850","L85955-12","05/14/2025 11:01:00 AM","2.20","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Temperature","11.9","deg C","1",,,,,,,,,"CTD","05/14/2025","KCEL"
"237131","237131","90829","L86588-1","08/13/2025 10:52:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","821","umol/sm2","1",,,,,,,,,"CTD","08/13/2025","KCEL"
"237139","237133","90849","L85696-4","04/16/2025 01:15:00 PM","182.70","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","29.8","PSS","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237138","237138","90829","L86588-2","08/13/2025 10:52:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","5.3","ug/L","1",,"0.06","0.12",,,,,,"CTD","08/13/2025","KCEL"
"238349","238349","91193","L87266-13","11/03/2025 02:21:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.13","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","11/05/2025","KCEL"
"237818","237818","91013","L86985-1","10/15/2025 08:59:00 AM","1.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","77.9","% light","1",,"0.01","0.02",,,,,,"CTD","10/15/2025","KCEL"
"238348","238348","91192","L87266-9","11/03/2025 01:52:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.125","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","11/05/2025","KCEL"
"237121","237121","90823","L86588-12","08/13/2025 12:43:00 PM","2.80","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Salinity","28.6","PSS","1",,"2","3",,,,,,"SM2520-B","08/22/2025","KCEL"
"237129","237129","90847","L85696-6","04/16/2025 02:37:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0383","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","04/24/2025","KCEL"
"237164","237164","90852","L86588-9","08/13/2025 12:15:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.363","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","08/20/2025","KCEL"
"237151","237151","90851","L86588-15","08/13/2025 12:30:00 PM","13.20","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","08/13/2025","KCEL"
"237174","237174","90839","L86352-9","07/16/2025 01:45:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Suspended Solids","3.8","mg/L","1","<RDL","0.51","10.3",,,,,,"SM2540-D","07/22/2025","KCEL"
"237133","237133","90849","L85696-3","04/16/2025 01:15:00 PM","182.70","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Intensity (PAR)","0","umol/sm2","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237821","237820","91013","L86985-4","10/15/2025 08:49:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Orthophosphate Phosphorus","0.0789","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","10/17/2025","KCEL"
"237140","237140","90822","L86352-4","07/16/2025 08:42:00 AM","186.50","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.349","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","07/22/2025","KCEL"
"238359","238359","91190","L87266-1","11/03/2025 09:19:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","277","umol/sm2","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"237821","237820","91013","L86985-4","10/15/2025 08:49:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen",,"mg/L","1","<MDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","10/17/2025","KCEL"
"238357","238357","91191","L87266-6","11/03/2025 09:47:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0824","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","11/05/2025","KCEL"
"237126","237126","90850","L85955-12","05/14/2025 11:01:00 AM","2.20","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Pheophytin a","1.4","ug/L","1","<RDL","0.83","3.34",,,,,,"EPA445.0","06/03/2025","KCEL"
"237182","237182","90837","L85955-4","05/14/2025 08:59:00 AM","187.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1023.95","kg/m3","1",,,,,,,,,"CTD","05/14/2025","KCEL"
"237150","237150","90851","L86588-14","08/13/2025 12:30:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Total Nitrogen","0.527","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","08/20/2025","KCEL"
"238352","238352","91192","L87266-8","11/03/2025 01:54:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","18.8","PSS","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"238356","238356","91191","L87266-5","11/03/2025 09:47:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Density","1019.01","kg/m3","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"237816","237816","91014","L86985-7","10/15/2025 10:04:00 AM","8.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Total Nitrogen","0.437","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","10/20/2025","KCEL"
"237809","237809","91015","L86985-9","10/15/2025 11:49:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Total Nitrogen","0.326","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","10/20/2025","KCEL"
"237109","237109","90825","L85955-10","05/14/2025 10:32:00 AM","24.20","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Orthophosphate Phosphorus","0.0861","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","05/19/2025","KCEL"
"237143","237143","90852","L86588-8","08/13/2025 12:16:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Secchi Transparency","3.5","m","1",,,,,,,,,"NONE","08/13/2025","KCEL"
"238351","238351","91192","L87266-10","11/03/2025 01:51:00 PM","26.50","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.396","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","11/05/2025","KCEL"
"238351","238351","91192","L87266-10","11/03/2025 01:51:00 PM","26.50","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity","30.8","PSS","1",,"2","3",,,,,,"SM2520-B","11/14/2025","KCEL"
"238349","238349","91193","L87266-13","11/03/2025 02:21:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Intensity (PAR)","68.9","umol/sm2","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"237176","237176","90837","L85955-3","05/14/2025 09:00:00 AM","187.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity","29.9","PSS","1",,"2","3",,,,,,"SM2520-B","05/30/2025","KCEL"
"237162","237162","90829","L86588-3","08/13/2025 10:43:00 AM","187.80","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Salinity, Field","30.7","PSS","1",,,,,,,,,"CTD","08/13/2025","KCEL"
"237153","237153","90837","L85955-1","05/14/2025 09:08:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.17","mg/L","1","<RDL","0.05","0.2",,,,,,"SM4500-N-C S","06/09/2025","KCEL"
"237176","237176","90837","L85955-3","05/14/2025 09:00:00 AM","187.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0439","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","05/19/2025","KCEL"
"237187","237187","90848","L85696-15","04/16/2025 11:49:00 AM","11.30","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Density","1022.55","kg/m3","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237114","237114","90835","L86151-3","06/11/2025 09:22:00 AM","182.20","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Temperature","9.96","deg C","1",,,,,,,,,"CTD","06/11/2025","KCEL"
"238350","238350","91193","L87266-14","11/03/2025 02:20:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","85.1","% light","1",,"0.01","0.02",,,,,,"CTD","11/03/2025","KCEL"
"238355","238355","91193","L87266-15","11/03/2025 02:19:00 PM","15.10","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Silica","6.54","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","11/05/2025","KCEL"
"237812","237812","91017","L86985-13","10/15/2025 12:05:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","80.7","% light","1",,"0.01","0.02",,,,,,"CTD","10/15/2025","KCEL"
"237181","237181","90847","L85696-5","04/16/2025 02:38:00 PM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity","25.2","PSS","1",,"2","3",,,,,,"SM2520-B","05/02/2025","KCEL"
"237143","237143","90852","L86588-8","08/13/2025 12:16:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","1.61","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","08/15/2025","KCEL"
"237819","237819","91013","L86985-2","10/15/2025 08:58:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Ammonia Nitrogen","0.0062","mg/L","1","<RDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","10/17/2025","KCEL"
"237820","237820","91013","L86985-3","10/15/2025 08:49:00 AM","187.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1024.46","kg/m3","1",,,,,,,,,"CTD","10/15/2025","KCEL"
"237123","237123","90827","L86151-5","06/11/2025 01:24:00 PM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","4.2","m","1",,,,,,,,,"NONE","06/11/2025","KCEL"
"237810","237810","91015","L86985-10","10/15/2025 11:46:00 AM","26.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","30.6","PSS","1",,,,,,,,,"CTD","10/15/2025","KCEL"
"237129","237129","90847","L85696-6","04/16/2025 02:37:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Ammonia Nitrogen","0.0079","mg/L","1","<RDL","0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","04/24/2025","KCEL"
"237818","237818","91013","L86985-1","10/15/2025 08:59:00 AM","1.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Secchi Transparency","5.5","m","1",,,,,,,,,"NONE","10/15/2025","KCEL"
"237148","237148","90830","L86352-12","07/16/2025 02:11:00 PM","2.60","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Total Suspended Solids","4.9","mg/L","1","<RDL","0.5","10",,,,,,"SM2540-D","07/22/2025","KCEL"
"237143","237143","90852","L86588-8","08/13/2025 12:16:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity","28.2","PSS","1",,"2","3",,,,,,"SM2520-B","08/22/2025","KCEL"
"237125","237125","90850","L85955-11","05/14/2025 11:01:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Orthophosphate Phosphorus","0.0249","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","05/19/2025","KCEL"
"237190","237190","90831","L86151-8","06/11/2025 10:55:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Intensity (PAR)","765","umol/sm2","1",,,,,,,,,"CTD","06/11/2025","KCEL"
"237164","237164","90852","L86588-9","08/13/2025 12:15:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","2.37","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","08/15/2025","KCEL"
"237126","237126","90850","L85955-12","05/14/2025 11:01:00 AM","2.20","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Dissolved Oxygen, Field","12.1","mg/L","1",,"0.5","1",,,,,,"CTD","05/14/2025","KCEL"
"237813","237813","91017","L86985-14","10/15/2025 12:04:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Nitrite + Nitrate Nitrogen","0.258","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/17/2025","KCEL"
"237115","237115","90835","L86151-4","06/11/2025 09:21:00 AM","182.20","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Total Nitrogen","0.354","mg/L","1",,"0.05","0.2",,,,,,"SM4500-N-C S","06/16/2025","KCEL"
"237200","237200","90835","L86151-2","06/11/2025 09:29:00 AM","5.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1021.52","kg/m3","1",,,,,,,,,"CTD","06/11/2025","KCEL"
"237182","237182","90837","L85955-4","05/14/2025 08:59:00 AM","187.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Light Transmissivity","70.6","% light","1",,"0.01","0.02",,,,,,"CTD","05/14/2025","KCEL"
"237188","237188","90846","L86588-5","08/13/2025 10:11:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Secchi Transparency","3.9","m","1",,,,,,,,,"NONE","08/13/2025","KCEL"
"237198","237198","90828","L86352-6","07/16/2025 09:57:00 AM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Salinity, Field","29.3","PSS","1",,,,,,,,,"CTD","07/16/2025","KCEL"
"238356","238356","91191","L87266-5","11/03/2025 09:47:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Temperature","11.2","deg C","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"237194","237194","90846","L86588-7","08/13/2025 10:09:00 AM","9.70","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","1.9","ug/L","1",,"0.06","0.12",,,,,,"CTD","08/13/2025","KCEL"
"237118","237118","90832","L85696-10","04/16/2025 10:59:00 AM","24.80","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity","29.3","PSS","1",,"2","3",,,,,,"SM2520-B","05/02/2025","KCEL"
"237123","237123","90827","L86151-5","06/11/2025 01:24:00 PM","1.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","0.61","ug/L","1",,"0.06","0.12",,,,,,"CTD","06/11/2025","KCEL"
"237170","237170","90844","L85955-15","05/14/2025 10:47:00 AM","11.40","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Light Transmissivity","83.8","% light","1",,"0.01","0.02",,,,,,"CTD","05/14/2025","KCEL"
"238353","238353","91189","L87266-11","11/03/2025 02:33:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Light Transmissivity","42","% light","1",,"0.01","0.02",,,,,,"CTD","11/03/2025","KCEL"
"237138","237138","90829","L86588-2","08/13/2025 10:52:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","1.69","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","08/15/2025","KCEL"
"237124","237124","90827","L86151-6","06/11/2025 01:23:00 PM","5.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll a","5.73","ug/L","1",,"0.1","0.2",,,,,,"EPA 445.0","06/24/2025","KCEL"
"238354","238354","91189","L87266-12","11/03/2025 02:32:00 PM","5.70","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Salinity, Field","27.6","PSS","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"238359","238359","91190","L87266-1","11/03/2025 09:19:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","3.7","ug/L","1",,"0.06","0.12",,,,,,"CTD","11/03/2025","KCEL"
"237151","237151","90851","L86588-15","08/13/2025 12:30:00 PM","13.20","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Ammonia Nitrogen","0.147","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","08/14/2025","KCEL"
"237111","237111","90832","L85696-9","04/16/2025 11:01:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Surface Light Intensity (PAR)","2250","umol/sm2","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237174","237174","90839","L86352-9","07/16/2025 01:45:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.033","mg/L","1","<RDL","0.01","0.04",,,,,,"SM4500-NO3-F","07/18/2025","KCEL"
"237808","237808","91016","L86985-12","10/15/2025 12:16:00 PM","5.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Density","1022.11","kg/m3","1",,,,,,,,,"CTD","10/15/2025","KCEL"
"237811","237811","91015","L86985-8","10/15/2025 11:49:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Density","1020.65","kg/m3","1",,,,,,,,,"CTD","10/15/2025","KCEL"
"238358","238358","91191","L87266-7","11/03/2025 09:46:00 AM","8.50","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Orthophosphate Phosphorus","0.0826","mg/L","1",,"0.005","0.01",,,,,,"SM4500-P-F S","11/05/2025","KCEL"
"237143","237143","90852","L86588-8","08/13/2025 12:16:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Dissolved Oxygen, Field","11.5","mg/L","1",,"0.5","1",,,,,,"CTD","08/13/2025","KCEL"
"237124","237124","90827","L86151-6","06/11/2025 01:23:00 PM","5.10","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Silica","1.09","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","06/13/2025","KCEL"
"237117","237117","90825","L85955-9","05/14/2025 10:34:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Pheophytin a","1.09","ug/L","1",,"0.18","0.73",,,,,,"EPA445.0","06/03/2025","KCEL"
"237187","237187","90848","L85696-15","04/16/2025 11:49:00 AM","11.30","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Temperature","8.96","deg C","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237171","237171","90848","L85696-13","04/16/2025 11:51:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Surface Light Intensity (PAR)","2220","umol/sm2","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237197","237197","90828","L86352-5","07/16/2025 09:58:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","2300","umol/sm2","1",,,,,,,,,"CTD","07/16/2025","KCEL"
"237130","237130","90847","L85696-7","04/16/2025 02:36:00 PM","7.30","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Surface Light Intensity (PAR)","2320","umol/sm2","1",,,,,,,,,"CTD","04/16/2025","KCEL"
"237169","237169","90844","L85955-14","05/14/2025 10:48:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Ammonia Nitrogen","0.0273","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","05/19/2025","KCEL"
"237176","237176","90837","L85955-3","05/14/2025 09:00:00 AM","187.40","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","0.062","ug/L","1","<RDL","0.06","0.12",,,,,,"CTD","05/14/2025","KCEL"
"237143","237143","90852","L86588-8","08/13/2025 12:16:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Density","1019.95","kg/m3","1",,,,,,,,,"CTD","08/13/2025","KCEL"
"237188","237188","90846","L86588-5","08/13/2025 10:11:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Chlorophyll, Field","1.3","ug/L","1",,"0.06","0.12",,,,,,"CTD","08/13/2025","KCEL"
"237185","237185","90822","L86352-2","07/16/2025 08:50:00 AM","5.10","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Chlorophyll, Field","3.7","ug/L","1",,"0.06","0.12",,,,,,"CTD","07/16/2025","KCEL"
"237118","237118","90832","L85696-10","04/16/2025 10:59:00 AM","24.80","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Light Transmissivity","55.2","% light","1",,"0.01","0.02",,,,,,"CTD","04/16/2025","KCEL"
"237191","237191","90831","L86151-9","06/11/2025 10:54:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Silica","3.52","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","06/13/2025","KCEL"
"237822","237822","91016","L86985-11","10/15/2025 12:17:00 PM","1.00","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Surface Light Intensity (PAR)","747","umol/sm2","1",,,,,,,,,"CTD","10/15/2025","KCEL"
"237111","237111","90832","L85696-9","04/16/2025 11:01:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Nitrite + Nitrate Nitrogen","0.381","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","04/24/2025","KCEL"
"237817","237817","91014","L86985-5","10/15/2025 10:05:00 AM","1.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Nitrite + Nitrate Nitrogen","0.372","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/17/2025","KCEL"
"237154","237154","90845","L86151-12","06/11/2025 11:24:00 AM","1.10","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Ammonia Nitrogen","0.0249","mg/L","1",,"0.002","0.01",,,,,,"KEROUEL & AMINOT 1997","06/13/2025","KCEL"
"237816","237816","91014","L86985-7","10/15/2025 10:04:00 AM","8.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Nitrite + Nitrate Nitrogen","0.46","mg/L","1",,"0.01","0.04",,,,,,"SM4500-NO3-F","10/17/2025","KCEL"
"238359","238359","91190","L87266-1","11/03/2025 09:19:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Silica","1.92","mg/L","1",,"0.05","0.2",,,,,,"WHITLEDGE 1981","11/05/2025","KCEL"
"238360","238360","91190","L87266-2","11/03/2025 09:19:00 AM","4.90","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Density","1020.98","kg/m3","1",,,,,,,,,"CTD","11/03/2025","KCEL"
"237110","237110","90825","L85955-8","05/14/2025 10:34:00 AM","1.00","Marine Offshore","Whidbey","PENNCOVEENT","Penn Cove entrance","Salinity, Field","26.4","PSS","1",,,,,,,,,"CTD","05/14/2025","KCEL"
"237158","237158","90841","L85955-6","05/14/2025 12:52:00 PM","5.00","Marine Offshore","Whidbey","PSUSANBUOY","Port Susan - Stillaguamish buoy","Light Intensity (PAR)","55.3","umol/sm2","1",,,,,,,,,"CTD","05/14/2025","KCEL"
"237153","237153","90837","L85955-1","05/14/2025 09:08:00 AM","1.00","Marine Offshore","Whidbey","SARATOGACH","Saratoga Passage - SW Camano Head","Surface Light Intensity (PAR)","350","umol/sm2","1",,,,,,,,,"CTD","05/14/2025","KCEL"
"238354","238354","91189","L87266-12","11/03/2025 02:32:00 PM","5.70","Marine Offshore","Whidbey","PENNCOVECW","Penn Cove - Coupeville wharf","Chlorophyll, Field","3.2","ug/L","1",,"0.06","0.12",,,,,,"CTD","11/03/2025","KCEL"
"237169","237169","90844","L85955-14","05/14/2025 10:48:00 AM","5.00","Marine Offshore","Whidbey","PENNCOVEWEST","Penn Cove - west end","Pheophytin a","0.57","ug/L","1","<RDL","0.39","1.56",,,,,,"EPA445.0","06/03/2025","KCEL"
